Filename	QueryName	QueryGC	QueryStart	QueryBasesCovered	QueryStrand	QueryLength	HitName	HitStart	HitBasesCovered	HitStrand	HitLength	AlignmentSize	IdenticalBases	AlignmentPercentIdentity	QueryPercentIdentity	LongestPerfectKmer	MeanPerfectKmer	PercentQueryAligned	nk15	nk17	nk19	nk21	nk23	nk25
N79596_dh10b_8kb_11022015_0627_1_ch17_file5_strand.fast5_BaseCalled_2D.fasta.maf	ch17_file5	52.42	5	3937	+	3983	gi|170079663|ref|NC_010473.1|	3338058	4045	+	4686137	4205	3414	81.19	85.71	49	6.63	98.85	65	50	44	31	26	24
N79596_dh10b_8kb_11022015_0627_1_ch296_file10_strand.fast5_BaseCalled_2D.fasta.maf	ch296_file10	48.89	0	947	+	947	gi|170079663|ref|NC_010473.1|	438122	999	+	4686137	1015	864	85.12	91.24	45	8.55	100.00	23	20	14	11	9	7
N79596_dh10b_8kb_11022015_0627_1_ch512_file50_strand.fast5_BaseCalled_2D.fasta.maf	ch512_file50	47.92	34	1497	+	1538	gi|170079663|ref|NC_010473.1|	512436	1493	+	4686137	1565	1326	84.73	86.22	88	8.78	97.33	28	25	20	16	14	13
N79596_dh10b_8kb_11022015_0627_1_ch276_file133_strand.fast5_BaseCalled_2D.fasta.maf	ch276_file133	45.91	184	6413	+	6597	gi|170079663|ref|NC_010473.1|	1257421	6660	+	4686137	6932	5507	79.44	83.48	41	6.15	97.21	97	69	50	41	36	26
N79596_dh10b_8kb_11022015_0627_1_ch144_file37_strand.fast5_BaseCalled_2D.fasta.maf	ch144_file37	49.17	59	5632	+	5711	gi|170079663|ref|NC_010473.1|	4371628	5733	+	4686137	6009	4756	79.15	83.28	63	5.92	98.62	77	58	50	41	33	27
N79596_dh10b_8kb_11022015_0627_1_ch66_file109_strand.fast5_BaseCalled_2D.fasta.maf	ch66_file109	55.46	12	1296	+	1309	gi|170079663|ref|NC_010473.1|	223280	1264	+	4686137	1344	1127	83.85	86.10	38	7.88	99.01	22	20	16	14	11	10
N79596_dh10b_8kb_11022015_0627_1_ch148_file4_strand.fast5_BaseCalled_2D.fasta.maf	ch148_file4	49.38	34	1402	+	1456	gi|170079663|ref|NC_010473.1|	4618980	1414	+	4686137	1480	1239	83.72	85.10	58	7.70	96.29	30	24	18	11	7	6
N79596_dh10b_8kb_11022015_0627_1_ch406_file74_strand.fast5_BaseCalled_2D.fasta.maf	ch406_file74	40.92	2	4549	+	4563	gi|170079663|ref|NC_010473.1|	3726875	4608	+	4686137	4802	4032	83.97	88.36	68	8.20	99.69	84	65	50	42	32	26
N79596_dh10b_8kb_11022015_0627_1_ch286_file165_strand.fast5_BaseCalled_2D.fasta.maf	ch286_file165	43.82	3	3259	+	3263	gi|170079663|ref|NC_010473.1|	4457557	3300	+	4686137	3418	2947	86.22	90.32	73	9.92	99.88	69	61	50	45	40	35
N79596_dh10b_8kb_11022015_0627_1_ch149_file8_strand.fast5_BaseCalled_2D.fasta.maf	ch149_file8	52.47	25	2338	+	2365	gi|170079663|ref|NC_010473.1|	44092	2373	+	4686137	2470	2056	83.24	86.93	77	8.03	98.86	41	33	27	26	24	21
N79596_dh10b_8kb_11022015_0627_1_ch461_file64_strand.fast5_BaseCalled_2D.fasta.maf	ch461_file64	50.22	7	8356	+	8391	gi|170079663|ref|NC_010473.1|	1367506	8667	+	4686137	8968	7274	81.11	86.69	62	6.82	99.58	141	108	84	63	58	52
N79596_dh10b_8kb_11022015_0627_1_ch139_file10_strand.fast5_BaseCalled_2D.fasta.maf	ch139_file10	50.46	0	5442	+	5444	gi|170079663|ref|NC_010473.1|	4042962	5431	+	4686137	5743	4665	81.23	85.69	65	7.31	99.96	97	74	57	46	37	26
N79596_dh10b_8kb_11022015_0627_1_ch335_file147_strand.fast5_BaseCalled_2D.fasta.maf	ch335_file147	53.63	7	1611	+	1624	gi|170079663|ref|NC_010473.1|	4320855	1698	+	4686137	1760	1402	79.66	86.33	44	6.68	99.20	27	23	20	17	13	12
N79596_dh10b_8kb_11022015_0627_1_ch504_file44_strand.fast5_BaseCalled_2D.fasta.maf	ch504_file44	50.75	27	1903	+	1937	gi|170079663|ref|NC_010473.1|	1933200	1965	+	4686137	2033	1698	83.52	87.66	57	8.24	98.24	43	33	31	21	17	13
N79596_dh10b_8kb_11022015_0627_1_ch202_file6_strand.fast5_BaseCalled_2D.fasta.maf	ch202_file6	51.08	1	5424	+	5425	gi|170079663|ref|NC_010473.1|	3063079	5480	+	4686137	5721	4814	84.15	88.74	68	8.33	99.98	107	92	84	70	57	49
N79596_dh10b_8kb_11022015_0627_1_ch26_file18_strand.fast5_BaseCalled_2D.fasta.maf	ch26_file18	54.01	18	3348	+	3370	gi|170079663|ref|NC_010473.1|	1372979	3240	+	4686137	3456	2919	84.46	86.62	81	8.93	99.35	64	57	47	42	35	30
N79596_dh10b_8kb_11022015_0627_1_ch281_file46_strand.fast5_BaseCalled_2D.fasta.maf	ch281_file46	49.99	1	5183	+	5189	gi|170079663|ref|NC_010473.1|	1581973	5088	+	4686137	5446	4311	79.16	83.08	38	6.10	99.88	87	61	49	39	28	21
N79596_dh10b_8kb_11022015_0627_1_ch248_file96_strand.fast5_BaseCalled_2D.fasta.maf	ch248_file96	47.15	12	1192	+	1296	gi|170079663|ref|NC_010473.1|	583551	1257	+	4686137	1299	1022	78.68	78.86	32	6.16	91.98	23	19	15	12	8	4
N79596_dh10b_8kb_11022015_0627_1_ch78_file40_strand.fast5_BaseCalled_2D.fasta.maf	ch78_file40	49.15	4	2430	+	2460	gi|170079663|ref|NC_010473.1|	3158755	2387	+	4686137	2539	2067	81.41	84.02	86	6.78	98.78	41	33	26	23	19	15
N79596_dh10b_8kb_11022015_0627_1_ch211_file29_strand.fast5_BaseCalled_2D.fasta.maf	ch211_file29	49.92	119	4055	+	4177	gi|170079663|ref|NC_010473.1|	3420611	4046	+	4686137	4305	3340	77.58	79.96	87	5.61	97.08	52	45	36	29	22	16
N79596_dh10b_8kb_11022015_0627_1_ch206_file5_strand.fast5_BaseCalled_2D.fasta.maf	ch206_file5	52.57	0	2409	+	2410	gi|170079663|ref|NC_010473.1|	4568171	2464	+	4686137	2589	2014	77.79	83.57	49	5.58	99.96	32	24	18	16	12	10
N79596_dh10b_8kb_11022015_0627_1_ch285_file41_strand.fast5_BaseCalled_2D.fasta.maf	ch285_file41	41.22	0	719	+	740	gi|170079663|ref|NC_010473.1|	1728187	775	+	4686137	805	630	78.26	85.14	28	6.56	97.16	10	8	6	4	2	1
N79596_dh10b_8kb_11022015_0627_1_ch215_file125_strand.fast5_BaseCalled_2D.fasta.maf	ch215_file125	52.20	4	3578	+	3594	gi|170079663|ref|NC_010473.1|	2965378	3770	+	4686137	3931	3071	78.12	85.45	75	5.64	99.55	50	39	25	19	14	10
N79596_dh10b_8kb_11022015_0627_1_ch452_file85_strand.fast5_BaseCalled_2D.fasta.maf	ch452_file85	46.05	155	5639	+	5794	gi|170079663|ref|NC_010473.1|	4448463	5829	+	4686137	6036	5017	83.12	86.59	56	8.13	97.32	116	98	79	58	52	45
N79596_dh10b_8kb_11022015_0627_1_ch407_file38_strand.fast5_BaseCalled_2D.fasta.maf	ch407_file38	53.19	24	2528	+	2692	gi|170079663|ref|NC_010473.1|	811923	2458	+	4686137	2618	2147	82.01	79.75	81	7.70	93.91	42	35	30	28	24	18
N79596_dh10b_8kb_11022015_0627_1_ch449_file50_strand.fast5_BaseCalled_2D.fasta.maf	ch449_file50	48.01	22	3470	+	3493	gi|170079663|ref|NC_010473.1|	494789	3684	+	4686137	3809	2992	78.55	85.66	53	6.02	99.34	49	46	37	29	24	18
N79596_dh10b_8kb_11022015_0627_1_ch84_file70_strand.fast5_BaseCalled_2D.fasta.maf	ch84_file70	49.57	31	6975	+	7022	gi|170079663|ref|NC_010473.1|	3101095	7020	+	4686137	7332	6136	83.69	87.38	102	8.21	99.33	121	109	88	82	71	61
N79596_dh10b_8kb_11022015_0627_1_ch154_file90_strand.fast5_BaseCalled_2D.fasta.maf	ch154_file90	49.67	33	6318	+	6358	gi|170079663|ref|NC_010473.1|	1342412	6334	+	4686137	6690	5466	81.70	85.97	62	7.22	99.37	114	100	85	70	56	42
N79596_dh10b_8kb_11022015_0627_1_ch75_file14_strand.fast5_BaseCalled_2D.fasta.maf	ch75_file14	51.80	19	8230	+	8256	gi|170079663|ref|NC_010473.1|	2780256	8264	+	4686137	8759	6886	78.62	83.41	64	5.97	99.69	105	81	76	61	53	42
N79596_dh10b_8kb_11022015_0627_1_ch154_file38_strand.fast5_BaseCalled_2D.fasta.maf	ch154_file38	52.63	1	3328	+	3348	gi|170079663|ref|NC_010473.1|	2942384	3398	+	4686137	3593	2860	79.60	85.42	37	6.47	99.40	58	42	32	27	22	16
N79596_dh10b_8kb_11022015_0627_1_ch26_file19_strand.fast5_BaseCalled_2D.fasta.maf	ch26_file19	49.28	2	1214	+	1244	gi|170079663|ref|NC_010473.1|	1655516	1178	+	4686137	1266	1016	80.25	81.67	30	6.12	97.59	22	14	9	7	4	2
N79596_dh10b_8kb_11022015_0627_1_ch512_file2_strand.fast5_BaseCalled_2D.fasta.maf	ch512_file2	47.56	18	950	+	982	gi|170079663|ref|NC_010473.1|	946087	985	+	4686137	1022	838	82.00	85.34	94	7.69	96.74	17	13	13	10	9	9
N79596_dh10b_8kb_11022015_0627_1_ch468_file34_strand.fast5_BaseCalled_2D.fasta.maf	ch468_file34	55.26	1	3193	+	3212	gi|170079663|ref|NC_010473.1|	4657146	3244	+	4686137	3388	2787	82.26	86.77	54	7.48	99.41	58	50	38	32	25	20
N79596_dh10b_8kb_11022015_0627_1_ch351_file12_strand.fast5_BaseCalled_2D.fasta.maf	ch351_file12	55.09	3	1336	+	1347	gi|170079663|ref|NC_010473.1|	3843810	1431	+	4686137	1459	1148	78.68	85.23	35	6.27	99.18	27	23	13	10	10	8
N79596_dh10b_8kb_11022015_0627_1_ch368_file14_strand.fast5_BaseCalled_2D.fasta.maf	ch368_file14	54.21	1	5556	+	5571	gi|170079663|ref|NC_010473.1|	3940683	5509	+	4686137	5784	4937	85.36	88.62	94	9.35	99.73	117	102	88	67	55	44
N79596_dh10b_8kb_11022015_0627_1_ch202_file128_strand.fast5_BaseCalled_2D.fasta.maf	ch202_file128	49.95	12	6515	+	6527	gi|170079663|ref|NC_010473.1|	387698	6525	+	4686137	6865	5735	83.54	87.87	68	8.18	99.82	125	105	84	63	56	43
N79596_dh10b_8kb_11022015_0627_1_ch303_file24_strand.fast5_BaseCalled_2D.fasta.maf	ch303_file24	48.53	34	5540	+	5599	gi|170079663|ref|NC_010473.1|	3212036	5551	+	4686137	5783	4958	85.73	88.55	86	9.35	98.95	103	85	74	67	55	47
N79596_dh10b_8kb_11022015_0627_1_ch362_file10_strand.fast5_BaseCalled_2D.fasta.maf	ch362_file10	50.57	5	1916	+	1930	gi|170079663|ref|NC_010473.1|	2741110	1934	+	4686137	2013	1647	81.82	85.34	67	6.92	99.27	29	22	20	17	15	12
N79596_dh10b_8kb_11022015_0627_1_ch412_file8_strand.fast5_BaseCalled_2D.fasta.maf	ch412_file8	52.90	26	7590	+	7616	gi|170079663|ref|NC_010473.1|	2731510	7690	+	4686137	8007	6709	83.79	88.09	61	8.38	99.66	148	125	108	90	81	71
N79596_dh10b_8kb_11022015_0627_1_ch155_file33_strand.fast5_BaseCalled_2D.fasta.maf	ch155_file33	52.56	0	3864	+	3887	gi|170079663|ref|NC_010473.1|	569809	3875	+	4686137	4082	3300	80.84	84.90	43	6.76	99.41	70	52	42	31	27	23
N79596_dh10b_8kb_11022015_0627_1_ch11_file133_strand.fast5_BaseCalled_2D.fasta.maf	ch11_file133	51.75	10	4295	+	4338	gi|170079663|ref|NC_010473.1|	2425376	4270	+	4686137	4539	3644	80.28	84.00	45	6.38	99.01	71	62	48	36	25	20
N79596_dh10b_8kb_11022015_0627_1_ch214_file12_strand.fast5_BaseCalled_2D.fasta.maf	ch214_file12	50.98	1	9337	+	9339	gi|170079663|ref|NC_010473.1|	3953225	9270	+	4686137	9791	8065	82.37	86.36	91	7.59	99.98	180	150	128	106	85	69
N79596_dh10b_8kb_11022015_0627_1_ch415_file29_strand.fast5_BaseCalled_2D.fasta.maf	ch415_file29	48.37	14	4433	+	4453	gi|170079663|ref|NC_010473.1|	1734512	4584	+	4686137	4771	3847	80.63	86.39	58	6.63	99.55	69	58	43	39	32	27
N79596_dh10b_8kb_11022015_0627_1_ch366_file30_strand.fast5_BaseCalled_2D.fasta.maf	ch366_file30	50.26	72	4567	+	4640	gi|170079663|ref|NC_010473.1|	797423	4481	+	4686137	4721	4079	86.40	87.91	99	10.15	98.43	94	79	71	62	54	45
N79596_dh10b_8kb_11022015_0627_1_ch251_file41_strand.fast5_BaseCalled_2D.fasta.maf	ch251_file41	52.29	0	558	+	568	gi|170079663|ref|NC_010473.1|	543181	556	+	4686137	577	508	88.04	89.44	74	12.10	98.24	13	12	7	7	7	7
N79596_dh10b_8kb_11022015_0627_1_ch450_file123_strand.fast5_BaseCalled_2D.fasta.maf	ch450_file123	50.23	7	3978	+	4071	gi|170079663|ref|NC_010473.1|	334586	4114	+	4686137	4281	3518	82.18	86.42	76	7.42	97.72	75	62	46	39	33	26
N79596_dh10b_8kb_11022015_0627_1_ch154_file6_strand.fast5_BaseCalled_2D.fasta.maf	ch154_file6	51.16	25	1004	+	1036	gi|170079663|ref|NC_010473.1|	2600249	1039	+	4686137	1087	857	78.84	82.72	35	6.17	96.91	19	16	12	9	8	6
N79596_dh10b_8kb_11022015_0627_1_ch466_file79_strand.fast5_BaseCalled_2D.fasta.maf	ch466_file79	49.65	1	3287	+	3297	gi|170079663|ref|NC_010473.1|	2170031	3323	+	4686137	3445	2953	85.72	89.57	64	9.11	99.70	66	58	51	45	37	31
N79596_dh10b_8kb_11022015_0627_1_ch296_file23_strand.fast5_BaseCalled_2D.fasta.maf	ch296_file23	51.01	5	1070	+	1090	gi|170079663|ref|NC_010473.1|	1106762	1108	+	4686137	1143	897	78.48	82.29	62	5.71	98.17	18	17	14	12	11	9
N79596_dh10b_8kb_11022015_0627_1_ch361_file28_strand.fast5_BaseCalled_2D.fasta.maf	ch361_file28	51.39	28	3205	+	3244	gi|170079663|ref|NC_010473.1|	2270143	3266	+	4686137	3399	2753	80.99	84.86	76	6.68	98.80	57	44	37	30	25	17
N79596_dh10b_8kb_11022015_0627_1_ch362_file13_strand.fast5_BaseCalled_2D.fasta.maf	ch362_file13	51.46	71	7024	+	7103	gi|170079663|ref|NC_010473.1|	1912189	7070	+	4686137	7441	6100	81.98	85.88	89	7.22	98.89	112	95	83	72	59	46
N79596_dh10b_8kb_11022015_0627_1_ch360_file247_strand.fast5_BaseCalled_2D.fasta.maf	ch360_file247	43.55	12	1998	+	2014	gi|170079663|ref|NC_010473.1|	2186934	2113	+	4686137	2187	1731	79.15	85.95	51	6.05	99.21	35	22	18	14	11	11
N79596_dh10b_8kb_11022015_0627_1_ch66_file275_strand.fast5_BaseCalled_2D.fasta.maf	ch66_file275	51.96	1	2176	+	2196	gi|170079663|ref|NC_010473.1|	4477541	2140	+	4686137	2298	1810	78.76	82.42	42	6.11	99.09	31	22	15	10	9	8
N79596_dh10b_8kb_11022015_0627_1_ch243_file36_strand.fast5_BaseCalled_2D.fasta.maf	ch243_file36	50.83	1	4298	+	4299	gi|170079663|ref|NC_010473.1|	3297637	4421	+	4686137	4623	3668	79.34	85.32	75	6.56	99.98	77	60	53	45	33	27
N79596_dh10b_8kb_11022015_0627_1_ch291_file20_strand.fast5_BaseCalled_2D.fasta.maf	ch291_file20	57.83	11	3359	+	3377	gi|170079663|ref|NC_010473.1|	254042	3418	+	4686137	3582	2955	82.50	87.50	74	7.84	99.47	57	47	41	34	31	25
N79596_dh10b_8kb_11022015_0627_1_ch374_file18_strand.fast5_BaseCalled_2D.fasta.maf	ch374_file18	49.33	31	7865	+	7898	gi|170079663|ref|NC_010473.1|	2009484	7973	+	4686137	8257	7122	86.25	90.17	91	9.86	99.58	165	141	117	103	85	77
N79596_dh10b_8kb_11022015_0627_1_ch415_file82_strand.fast5_BaseCalled_2D.fasta.maf	ch415_file82	50.12	4	822	+	832	gi|170079663|ref|NC_010473.1|	2640319	841	+	4686137	873	722	82.70	86.78	77	6.94	98.80	12	9	7	5	5	3
N79596_dh10b_8kb_11022015_0627_1_ch178_file6_strand.fast5_BaseCalled_2D.fasta.maf	ch178_file6	50.89	2	4571	+	4573	gi|170079663|ref|NC_010473.1|	440797	4728	+	4686137	4877	4111	84.29	89.90	105	8.36	99.96	87	73	67	57	46	40
N79596_dh10b_8kb_11022015_0627_1_ch1_file119_strand.fast5_BaseCalled_2D.fasta.maf	ch1_file119	52.33	0	1088	+	1093	gi|170079663|ref|NC_010473.1|	3374866	1087	+	4686137	1156	888	76.82	81.24	69	5.55	99.54	19	18	16	9	7	6
N79596_dh10b_8kb_11022015_0627_1_ch300_file9_strand.fast5_BaseCalled_2D.fasta.maf	ch300_file9	52.33	91	928	+	1032	gi|170079663|ref|NC_010473.1|	2426741	888	+	4686137	957	810	84.64	78.49	58	9.42	89.92	18	13	9	8	6	6
N79596_dh10b_8kb_11022015_0627_1_ch61_file24_strand.fast5_BaseCalled_2D.fasta.maf	ch61_file24	51.88	39	2370	+	2423	gi|170079663|ref|NC_010473.1|	843922	2409	+	4686137	2556	2009	78.60	82.91	46	6.28	97.81	38	30	25	21	16	14
N79596_dh10b_8kb_11022015_0627_1_ch84_file87_strand.fast5_BaseCalled_2D.fasta.maf	ch84_file87	49.26	137	3129	+	3583	gi|170079663|ref|NC_010473.1|	1777241	3100	+	4686137	3278	2712	82.73	75.69	54	7.64	87.33	59	52	44	34	32	30
N79596_dh10b_8kb_11022015_0627_1_ch196_file29_strand.fast5_BaseCalled_2D.fasta.maf	ch196_file29	51.66	12	2293	+	2356	gi|170079663|ref|NC_010473.1|	4216265	2335	+	4686137	2462	1943	78.92	82.47	55	6.37	97.33	35	30	23	15	13	12
