Filename	QueryName	QueryGC	QueryStart	QueryBasesCovered	QueryStrand	QueryLength	HitName	HitStart	HitBasesCovered	HitStrand	HitLength	AlignmentSize	IdenticalBases	AlignmentPercentIdentity	QueryPercentIdentity	LongestPerfectKmer	MeanPerfectKmer	PercentQueryAligned	nk15	nk17	nk19	nk21	nk23	nk25
N79596_dh10b_8kb_11022015_0627_1_ch421_file13_strand.fast5_BaseCalled_Template.fasta.maf	ch421_file13	51.77	15	5694	+	5712	gi|170079663|ref|NC_010473.1|	1439963	6061	+	4686137	6411	4260	66.45	74.58	21	3.51	99.68	19	8	4	1	0	0
N79596_dh10b_8kb_11022015_0627_1_ch66_file130_strand.fast5_BaseCalled_Template.fasta.maf	ch66_file130	50.67	10	6189	+	6252	gi|170079663|ref|NC_010473.1|	1648968	6567	+	4686137	6898	4932	71.50	78.89	53	4.24	98.99	41	29	19	14	10	7
N79596_dh10b_8kb_11022015_0627_1_ch154_file38_strand.fast5_BaseCalled_Template.fasta.maf	ch154_file38	53.20	17	2865	+	2925	gi|170079663|ref|NC_010473.1|	2942405	3377	+	4686137	3456	2257	65.31	77.16	25	3.25	97.95	6	4	1	1	1	1
N79596_dh10b_8kb_11022015_0627_1_ch512_file21_strand.fast5_BaseCalled_Template.fasta.maf	ch512_file21	50.32	14	2137	+	2184	gi|170079663|ref|NC_010473.1|	2147887	2322	+	4686137	2403	1633	67.96	74.77	26	3.64	97.85	11	7	3	3	1	1
N79596_dh10b_8kb_11022015_0627_1_ch441_file23_strand.fast5_BaseCalled_Template.fasta.maf	ch441_file23	51.77	3	1684	+	1694	gi|170079663|ref|NC_010473.1|	3205278	1732	+	4686137	1858	1261	67.87	74.44	25	3.66	99.41	12	10	7	3	1	1
N79596_dh10b_8kb_11022015_0627_1_ch135_file43_strand.fast5_BaseCalled_Template.fasta.maf	ch135_file43	50.94	38	2250	+	2291	gi|170079663|ref|NC_010473.1|	234261	2700	+	4686137	2755	1755	63.70	76.60	27	3.11	98.21	5	4	3	3	2	2
N79596_dh10b_8kb_11022015_0627_1_ch328_file9_strand.fast5_BaseCalled_Template.fasta.maf	ch328_file9	56.54	19	1211	+	1231	gi|170079663|ref|NC_010473.1|	2666512	1286	+	4686137	1343	934	69.55	75.87	21	3.78	98.38	4	2	2	1	0	0
N79596_dh10b_8kb_11022015_0627_1_ch166_file57_strand.fast5_BaseCalled_Template.fasta.maf	ch166_file57	47.41	78	5341	+	5526	gi|170079663|ref|NC_010473.1|	2214706	6843	+	4686137	6939	4167	60.05	75.41	22	2.91	96.65	6	3	3	3	0	0
N79596_dh10b_8kb_11022015_0627_1_ch336_file11_strand.fast5_BaseCalled_Template.fasta.maf	ch336_file11	49.41	4	5211	+	5228	gi|170079663|ref|NC_010473.1|	3932035	5871	+	4686137	6016	4106	68.25	78.54	26	3.75	99.67	24	15	10	8	4	2
N79596_dh10b_8kb_11022015_0627_1_ch275_file20_strand.fast5_BaseCalled_Template.fasta.maf	ch275_file20	52.15	48	804	+	859	gi|170079663|ref|NC_010473.1|	752393	898	+	4686137	933	613	65.70	71.36	21	3.39	93.60	2	1	1	1	0	0
N79596_dh10b_8kb_11022015_0627_1_ch286_file2_strand.fast5_BaseCalled_Template.fasta.maf	ch286_file2	51.94	4	1286	+	1315	gi|170079663|ref|NC_010473.1|	4023788	1472	+	4686137	1508	1020	67.64	77.57	27	3.43	97.79	8	5	4	2	2	2
N79596_dh10b_8kb_11022015_0627_1_ch284_file18_strand.fast5_BaseCalled_Template.fasta.maf	ch284_file18	52.55	57	4935	+	5001	gi|170079663|ref|NC_010473.1|	1548030	5656	+	4686137	5782	3929	67.95	78.56	27	3.74	98.68	28	16	12	6	2	1
N79596_dh10b_8kb_11022015_0627_1_ch221_file7_strand.fast5_BaseCalled_Template.fasta.maf	ch221_file7	52.89	51	2196	+	2263	gi|170079663|ref|NC_010473.1|	1408028	2634	+	4686137	2679	1731	64.61	76.49	19	3.21	97.04	4	3	1	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch336_file63_strand.fast5_BaseCalled_Template.fasta.maf	ch336_file63	50.65	11	3504	+	3516	gi|170079663|ref|NC_010473.1|	907583	3946	+	4686137	4056	2752	67.85	78.27	26	3.44	99.66	13	7	5	3	2	1
N79596_dh10b_8kb_11022015_0627_1_ch224_file1_strand.fast5_BaseCalled_Template.fasta.maf	ch224_file1	51.06	9	2290	+	2301	gi|170079663|ref|NC_010473.1|	2035208	2629	+	4686137	2682	1807	67.38	78.53	25	3.63	99.52	11	7	3	2	1	1
N79596_dh10b_8kb_11022015_0627_1_ch248_file15_strand.fast5_BaseCalled_Template.fasta.maf	ch248_file15	50.89	6	724	+	733	gi|170079663|ref|NC_010473.1|	844965	817	+	4686137	836	567	67.82	77.35	17	3.81	98.77	6	1	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch294_file1_strand.fast5_BaseCalled_Template.fasta.maf	ch294_file1	52.29	7	1496	+	1526	gi|170079663|ref|NC_010473.1|	710234	1713	+	4686137	1746	1197	68.56	78.44	31	3.69	98.03	9	5	3	2	1	1
N79596_dh10b_8kb_11022015_0627_1_ch170_file0_strand.fast5_BaseCalled_Template.fasta.maf	ch170_file0	48.51	40	1205	+	1245	gi|170079663|ref|NC_010473.1|	1337357	1352	+	4686137	1382	961	69.54	77.19	34	4.05	96.79	11	7	5	4	3	2
N79596_dh10b_8kb_11022015_0627_1_ch249_file88_strand.fast5_BaseCalled_Template.fasta.maf	ch249_file88	49.51	22	3378	+	3448	gi|170079663|ref|NC_010473.1|	2650976	3759	+	4686137	3890	2502	64.32	72.56	33	3.04	97.97	9	4	3	3	2	1
N79596_dh10b_8kb_11022015_0627_1_ch202_file20_strand.fast5_BaseCalled_Template.fasta.maf	ch202_file20	51.36	420	5083	+	5510	gi|170079663|ref|NC_010473.1|	4564206	5895	+	4686137	6060	4014	66.24	72.85	34	3.45	92.25	17	7	3	2	1	1
N79596_dh10b_8kb_11022015_0627_1_ch106_file237_strand.fast5_BaseCalled_Template.fasta.maf	ch106_file237	51.31	15	3674	+	3693	gi|170079663|ref|NC_010473.1|	1271138	4414	+	4686137	4323	2830	65.46	76.63	20	3.18	99.49	10	4	2	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch26_file113_strand.fast5_BaseCalled_Template.fasta.maf	ch26_file113	48.71	15	7862	+	8021	gi|170079663|ref|NC_010473.1|	2858959	8729	+	4686137	8599	5509	64.07	68.68	20	3.29	98.02	18	8	3	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch300_file94_strand.fast5_BaseCalled_Template.fasta.maf	ch300_file94	50.88	331	1876	+	2209	gi|170079663|ref|NC_010473.1|	2451640	2129	+	4686137	2183	1471	67.38	66.59	31	3.49	84.93	7	4	2	1	1	1
N79596_dh10b_8kb_11022015_0627_1_ch139_file10_strand.fast5_BaseCalled_Template.fasta.maf	ch139_file10	50.98	1	4534	+	4537	gi|170079663|ref|NC_010473.1|	4042963	5430	+	4686137	5528	3586	64.87	79.04	27	3.41	99.93	13	8	5	1	1	1
N79596_dh10b_8kb_11022015_0627_1_ch94_file204_strand.fast5_BaseCalled_Template.fasta.maf	ch94_file204	49.00	43	4328	+	4388	gi|170079663|ref|NC_010473.1|	707546	4697	+	4686137	4970	3190	64.19	72.70	21	3.21	98.63	9	7	4	2	0	0
N79596_dh10b_8kb_11022015_0627_1_ch214_file53_strand.fast5_BaseCalled_Template.fasta.maf	ch214_file53	49.46	1	5489	+	5530	gi|170079663|ref|NC_010473.1|	3757860	6145	+	4686137	6403	4094	63.94	74.03	24	3.07	99.26	17	12	6	4	1	0
N79596_dh10b_8kb_11022015_0627_1_ch9_file30_strand.fast5_BaseCalled_Template.fasta.maf	ch9_file30	51.82	34	1450	+	1486	gi|170079663|ref|NC_010473.1|	3322186	1693	+	4686137	1723	1133	65.76	76.24	24	3.25	97.58	4	1	1	1	1	0
N79596_dh10b_8kb_11022015_0627_1_ch441_file17_strand.fast5_BaseCalled_Template.fasta.maf	ch441_file17	49.34	32	3923	+	3987	gi|170079663|ref|NC_010473.1|	3526535	4202	+	4686137	4393	3076	70.02	77.15	26	3.88	98.39	24	17	8	6	4	3
N79596_dh10b_8kb_11022015_0627_1_ch327_file4_strand.fast5_BaseCalled_Template.fasta.maf	ch327_file4	51.69	7	3561	+	3575	gi|170079663|ref|NC_010473.1|	4003410	3980	+	4686137	4083	2833	69.39	79.24	26	3.84	99.61	22	15	9	6	2	1
N79596_dh10b_8kb_11022015_0627_1_ch281_file22_strand.fast5_BaseCalled_Template.fasta.maf	ch281_file22	50.04	23	4025	+	4049	gi|170079663|ref|NC_010473.1|	2183086	4515	+	4686137	4520	2893	64.00	71.45	22	3.15	99.41	9	4	2	1	0	0
N79596_dh10b_8kb_11022015_0627_1_ch195_file13_strand.fast5_BaseCalled_Template.fasta.maf	ch195_file13	51.23	3	2590	+	2596	gi|170079663|ref|NC_010473.1|	3447510	2943	+	4686137	3028	2043	67.47	78.70	26	3.50	99.77	10	5	2	2	2	2
N79596_dh10b_8kb_11022015_0627_1_ch202_file6_strand.fast5_BaseCalled_Template.fasta.maf	ch202_file6	49.71	1	4666	+	4667	gi|170079663|ref|NC_010473.1|	3063079	5480	+	4686137	5616	3672	65.38	78.68	30	3.32	99.98	16	9	3	3	2	2
N79596_dh10b_8kb_11022015_0627_1_ch465_file55_strand.fast5_BaseCalled_Template.fasta.maf	ch465_file55	51.18	0	658	+	676	gi|170079663|ref|NC_010473.1|	2941546	730	+	4686137	751	489	65.11	72.34	21	3.00	97.34	1	1	1	1	0	0
N79596_dh10b_8kb_11022015_0627_1_ch139_file34_strand.fast5_BaseCalled_Template.fasta.maf	ch139_file34	46.12	10	2389	+	2407	gi|170079663|ref|NC_010473.1|	210448	2923	+	4686137	2950	1907	64.64	79.23	23	3.45	99.25	8	6	2	1	1	0
N79596_dh10b_8kb_11022015_0627_1_ch504_file17_strand.fast5_BaseCalled_Template.fasta.maf	ch504_file17	49.57	10	1160	+	1174	gi|170079663|ref|NC_010473.1|	3374871	1240	+	4686137	1295	899	69.42	76.58	23	4.05	98.81	7	4	3	1	1	0
N79596_dh10b_8kb_11022015_0627_1_ch481_file7_strand.fast5_BaseCalled_Template.fasta.maf	ch481_file7	52.49	4	6892	+	6919	gi|170079663|ref|NC_010473.1|	3221739	7147	+	4686137	7605	5280	69.43	76.31	29	3.96	99.61	39	27	17	12	5	3
N79596_dh10b_8kb_11022015_0627_1_ch18_file25_strand.fast5_BaseCalled_Template.fasta.maf	ch18_file25	47.63	1	619	+	634	gi|170079663|ref|NC_010473.1|	2347882	723	+	4686137	744	488	65.59	76.97	23	3.30	97.63	2	1	1	1	1	0
N79596_dh10b_8kb_11022015_0627_1_ch415_file29_strand.fast5_BaseCalled_Template.fasta.maf	ch415_file29	49.47	20	4005	+	4027	gi|170079663|ref|NC_010473.1|	1734522	4586	+	4686137	4717	3164	67.08	78.57	20	3.50	99.45	11	7	2	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch509_file57_strand.fast5_BaseCalled_Template.fasta.maf	ch509_file57	51.49	1	3364	+	3387	gi|170079663|ref|NC_010473.1|	777620	3684	+	4686137	3829	2540	66.34	74.99	26	3.36	99.32	10	7	7	3	2	2
N79596_dh10b_8kb_11022015_0627_1_ch248_file107_strand.fast5_BaseCalled_Template.fasta.maf	ch248_file107	51.51	7	2058	+	2085	gi|170079663|ref|NC_010473.1|	2460402	2223	+	4686137	2305	1568	68.03	75.20	22	3.58	98.71	8	3	3	1	0	0
N79596_dh10b_8kb_11022015_0627_1_ch157_file54_strand.fast5_BaseCalled_Template.fasta.maf	ch157_file54	48.90	0	2617	+	2630	gi|170079663|ref|NC_010473.1|	3248987	2892	+	4686137	3002	1952	65.02	74.22	23	3.16	99.51	8	6	6	3	1	0
N79596_dh10b_8kb_11022015_0627_1_ch106_file4_strand.fast5_BaseCalled_Template.fasta.maf	ch106_file4	51.86	10	3105	+	3137	gi|170079663|ref|NC_010473.1|	469852	3392	+	4686137	3191	2218	69.51	70.70	29	3.95	98.98	20	11	8	6	2	2
N79596_dh10b_8kb_11022015_0627_1_ch154_file6_strand.fast5_BaseCalled_Template.fasta.maf	ch154_file6	48.77	93	778	+	894	gi|170079663|ref|NC_010473.1|	2600331	936	+	4686137	949	631	66.49	70.58	20	3.34	87.02	3	2	2	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch360_file247_strand.fast5_BaseCalled_Template.fasta.maf	ch360_file247	45.37	46	1711	+	1761	gi|170079663|ref|NC_010473.1|	2186977	2070	+	4686137	2112	1323	62.64	75.13	17	3.01	97.16	3	1	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch243_file77_strand.fast5_BaseCalled_Template.fasta.maf	ch243_file77	47.85	6	4868	+	4913	gi|170079663|ref|NC_010473.1|	2130626	5052	+	4686137	5375	3683	68.52	74.96	31	3.79	99.08	23	14	7	5	3	2
N79596_dh10b_8kb_11022015_0627_1_ch223_file50_strand.fast5_BaseCalled_Template.fasta.maf	ch223_file50	49.47	73	4650	+	4738	gi|170079663|ref|NC_010473.1|	115206	5395	+	4686137	5517	3486	63.19	73.58	23	3.07	98.14	14	7	5	3	1	0
N79596_dh10b_8kb_11022015_0627_1_ch75_file134_strand.fast5_BaseCalled_Template.fasta.maf	ch75_file134	50.44	99	5683	+	5811	gi|170079663|ref|NC_010473.1|	2887572	6191	+	4686137	6462	4413	68.29	75.94	30	3.71	97.80	29	21	15	8	4	2
N79596_dh10b_8kb_11022015_0627_1_ch140_file54_strand.fast5_BaseCalled_Template.fasta.maf	ch140_file54	50.46	9	1253	+	1294	gi|170079663|ref|NC_010473.1|	3288249	1371	+	4686137	1439	937	65.11	72.41	22	3.31	96.83	4	3	1	1	0	0
N79596_dh10b_8kb_11022015_0627_1_ch110_file39_strand.fast5_BaseCalled_Template.fasta.maf	ch110_file39	51.74	37	4431	+	5273	gi|170079663|ref|NC_010473.1|	3978526	5018	+	4686137	5165	3502	67.80	66.41	24	3.61	84.03	25	17	9	5	2	0
N79596_dh10b_8kb_11022015_0627_1_ch133_file36_strand.fast5_BaseCalled_Template.fasta.maf	ch133_file36	49.41	84	4591	+	4691	gi|170079663|ref|NC_010473.1|	441359	5305	+	4686137	5434	3631	66.82	77.40	23	3.52	97.87	22	11	7	5	1	0
N79596_dh10b_8kb_11022015_0627_1_ch294_file4_strand.fast5_BaseCalled_Template.fasta.maf	ch294_file4	52.83	4	7812	+	7831	gi|170079663|ref|NC_010473.1|	3697540	8348	+	4686137	8733	6196	70.95	79.12	30	4.08	99.76	52	34	22	14	9	6
N79596_dh10b_8kb_11022015_0627_1_ch218_file117_strand.fast5_BaseCalled_Template.fasta.maf	ch218_file117	51.28	26	4175	+	4220	gi|170079663|ref|NC_010473.1|	3233971	4807	+	4686137	4954	3234	65.28	76.64	26	3.27	98.93	7	3	2	2	1	1
N79596_dh10b_8kb_11022015_0627_1_ch456_file9_strand.fast5_BaseCalled_Template.fasta.maf	ch456_file9	55.15	10	490	+	515	gi|170079663|ref|NC_010473.1|	4321776	562	+	4686137	572	407	71.15	79.03	21	4.24	95.15	3	2	2	1	0	0
N79596_dh10b_8kb_11022015_0627_1_ch91_file13_strand.fast5_BaseCalled_Template.fasta.maf	ch91_file13	49.22	3	1004	+	1020	gi|170079663|ref|NC_010473.1|	1960416	1205	+	4686137	1229	807	65.66	79.12	21	3.29	98.43	4	1	1	1	0	0
N79596_dh10b_8kb_11022015_0627_1_ch187_file3_strand.fast5_BaseCalled_Template.fasta.maf	ch187_file3	50.49	31	3934	+	5577	gi|170079663|ref|NC_010473.1|	4098764	4485	+	4686137	4605	3179	69.03	57.00	29	3.95	70.54	17	11	7	7	5	3
N79596_dh10b_8kb_11022015_0627_1_ch290_file21_strand.fast5_BaseCalled_Template.fasta.maf	ch290_file21	46.66	77	713	+	838	gi|170079663|ref|NC_010473.1|	1677217	758	+	4686137	778	598	76.86	71.36	33	5.11	85.08	10	8	7	4	3	3
N79596_dh10b_8kb_11022015_0627_1_ch368_file14_strand.fast5_BaseCalled_Template.fasta.maf	ch368_file14	53.33	0	5088	+	5145	gi|170079663|ref|NC_010473.1|	3940682	5453	+	4686137	5713	3956	69.25	76.89	30	3.75	98.89	31	22	13	9	6	4
N79596_dh10b_8kb_11022015_0627_1_ch11_file133_strand.fast5_BaseCalled_Template.fasta.maf	ch11_file133	51.02	24	4165	+	4230	gi|170079663|ref|NC_010473.1|	2425387	4242	+	4686137	4601	3024	65.72	71.49	30	3.26	98.46	12	9	4	2	1	1
N79596_dh10b_8kb_11022015_0627_1_ch326_file4_strand.fast5_BaseCalled_Template.fasta.maf	ch326_file4	51.91	11	3538	+	3566	gi|170079663|ref|NC_010473.1|	4359333	4079	+	4686137	4149	2860	68.93	80.20	33	3.85	99.21	22	16	11	9	5	3
N79596_dh10b_8kb_11022015_0627_1_ch285_file0_strand.fast5_BaseCalled_Template.fasta.maf	ch285_file0	50.64	1	2393	+	2409	gi|170079663|ref|NC_010473.1|	2633817	2725	+	4686137	2797	1873	66.96	77.75	23	3.49	99.34	7	5	4	3	1	0
N79596_dh10b_8kb_11022015_0627_1_ch196_file14_strand.fast5_BaseCalled_Template.fasta.maf	ch196_file14	50.17	4	2006	+	2013	gi|170079663|ref|NC_010473.1|	2451613	2268	+	4686137	2329	1535	65.91	76.25	23	3.40	99.65	6	3	3	3	2	0
N79596_dh10b_8kb_11022015_0627_1_ch61_file24_strand.fast5_BaseCalled_Template.fasta.maf	ch61_file24	52.42	15	2242	+	2270	gi|170079663|ref|NC_010473.1|	843901	2430	+	4686137	2545	1755	68.96	77.31	28	3.82	98.77	21	13	8	6	5	3
N79596_dh10b_8kb_11022015_0627_1_ch224_file43_strand.fast5_BaseCalled_Template.fasta.maf	ch224_file43	49.71	22	7796	+	7823	gi|170079663|ref|NC_010473.1|	1906605	8974	+	4686137	9155	5923	64.70	75.71	26	3.24	99.65	15	6	4	3	2	1
N79596_dh10b_8kb_11022015_0627_1_ch303_file73_strand.fast5_BaseCalled_Template.fasta.maf	ch303_file73	50.35	14	5430	+	5446	gi|170079663|ref|NC_010473.1|	1097176	5919	+	4686137	6205	4170	67.20	76.57	31	3.50	99.71	28	19	12	5	4	3
N79596_dh10b_8kb_11022015_0627_1_ch327_file141_strand.fast5_BaseCalled_Template.fasta.maf	ch327_file141	53.53	10	1562	+	1629	gi|170079663|ref|NC_010473.1|	1226011	1645	+	4686137	1746	1193	68.33	73.24	24	3.68	95.89	8	6	4	2	1	0
N79596_dh10b_8kb_11022015_0627_1_ch181_file18_strand.fast5_BaseCalled_Template.fasta.maf	ch181_file18	52.82	445	5074	+	5526	gi|170079663|ref|NC_010473.1|	986713	5422	+	4686137	5673	3972	70.02	71.88	32	3.92	91.82	34	23	12	7	5	2
N79596_dh10b_8kb_11022015_0627_1_ch155_file33_strand.fast5_BaseCalled_Template.fasta.maf	ch155_file33	51.91	29	3288	+	3325	gi|170079663|ref|NC_010473.1|	569838	3873	+	4686137	3953	2546	64.41	76.57	22	3.14	98.89	7	3	2	2	0	0
N79596_dh10b_8kb_11022015_0627_1_ch423_file16_strand.fast5_BaseCalled_Template.fasta.maf	ch423_file16	49.34	13	1504	+	1524	gi|170079663|ref|NC_010473.1|	4136704	1619	+	4686137	1678	1181	70.38	77.49	29	4.03	98.69	15	12	7	5	3	3
N79596_dh10b_8kb_11022015_0627_1_ch453_file99_strand.fast5_BaseCalled_Template.fasta.maf	ch453_file99	52.40	9	4932	+	4950	gi|170079663|ref|NC_010473.1|	529614	5453	+	4686137	5641	3841	68.09	77.60	33	3.70	99.64	22	14	10	7	6	4
N79596_dh10b_8kb_11022015_0627_1_ch202_file128_strand.fast5_BaseCalled_Template.fasta.maf	ch202_file128	49.29	4	6306	+	6311	gi|170079663|ref|NC_010473.1|	387691	6522	+	4686137	6957	4660	66.98	73.84	23	3.46	99.92	27	10	8	4	1	0
N79596_dh10b_8kb_11022015_0627_1_ch66_file62_strand.fast5_BaseCalled_Template.fasta.maf	ch66_file62	53.32	5	2412	+	2442	gi|170079663|ref|NC_010473.1|	4670015	2713	+	4686137	2822	1875	66.44	76.78	23	3.42	98.77	7	3	1	1	1	0
N79596_dh10b_8kb_11022015_0627_1_ch361_file21_strand.fast5_BaseCalled_Template.fasta.maf	ch361_file21	49.30	2	3037	+	3051	gi|170079663|ref|NC_010473.1|	3903205	3313	+	4686137	3467	2111	60.89	69.19	19	2.80	99.54	3	2	1	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch375_file27_strand.fast5_BaseCalled_Template.fasta.maf	ch375_file27	53.27	30	4080	+	4171	gi|170079663|ref|NC_010473.1|	3781976	4157	+	4686137	4273	2986	69.88	71.59	34	4.00	97.82	21	15	9	2	2	2
N79596_dh10b_8kb_11022015_0627_1_ch139_file24_strand.fast5_BaseCalled_Template.fasta.maf	ch139_file24	51.06	59	1070	+	1130	gi|170079663|ref|NC_010473.1|	1499178	1297	+	4686137	1318	846	64.19	74.87	20	3.37	94.69	7	2	1	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch244_file5_strand.fast5_BaseCalled_Template.fasta.maf	ch244_file5	51.54	7	9388	+	9405	gi|170079663|ref|NC_010473.1|	2998137	9898	+	4686137	10134	7021	69.28	74.65	34	3.93	99.82	56	36	18	14	10	7
N79596_dh10b_8kb_11022015_0627_1_ch196_file26_strand.fast5_BaseCalled_Template.fasta.maf	ch196_file26	52.35	18	4454	+	4493	gi|170079663|ref|NC_010473.1|	1121604	4978	+	4686137	5053	3415	67.58	76.01	25	3.52	99.13	19	12	9	6	5	2
N79596_dh10b_8kb_11022015_0627_1_ch367_file17_strand.fast5_BaseCalled_Template.fasta.maf	ch367_file17	55.04	19	1317	+	1339	gi|170079663|ref|NC_010473.1|	3401747	1399	+	4686137	1475	1021	69.22	76.25	31	3.78	98.36	7	3	3	1	1	1
N79596_dh10b_8kb_11022015_0627_1_ch362_file13_strand.fast5_BaseCalled_Template.fasta.maf	ch362_file13	50.62	180	6452	+	6634	gi|170079663|ref|NC_010473.1|	1912289	6974	+	4686137	7287	4816	66.09	72.60	35	3.32	97.26	28	18	10	9	6	2
N79596_dh10b_8kb_11022015_0627_1_ch303_file24_strand.fast5_BaseCalled_Template.fasta.maf	ch303_file24	49.41	5	5123	+	5149	gi|170079663|ref|NC_010473.1|	3212010	5566	+	4686137	5811	3831	65.93	74.40	35	3.37	99.50	19	13	4	3	2	2
N79596_dh10b_8kb_11022015_0627_1_ch407_file35_strand.fast5_BaseCalled_Template.fasta.maf	ch407_file35	50.99	8	5318	+	5332	gi|170079663|ref|NC_010473.1|	2777413	5413	+	4686137	5869	3961	67.49	74.29	35	3.67	99.74	27	13	10	5	3	2
N79596_dh10b_8kb_11022015_0627_1_ch368_file83_strand.fast5_BaseCalled_Template.fasta.maf	ch368_file83	49.99	16	5631	+	5649	gi|170079663|ref|NC_010473.1|	4215587	5972	+	4686137	6309	4354	69.01	77.08	24	3.82	99.68	28	15	10	5	2	0
N79596_dh10b_8kb_11022015_0627_1_ch211_file29_strand.fast5_BaseCalled_Template.fasta.maf	ch211_file29	50.86	993	2613	+	3610	gi|170079663|ref|NC_010473.1|	3421615	3041	+	4686137	3139	2027	64.57	56.15	18	3.14	72.38	5	2	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch214_file130_strand.fast5_BaseCalled_Template.fasta.maf	ch214_file130	52.48	57	6032	+	6256	gi|170079663|ref|NC_010473.1|	1164828	6594	+	4686137	6851	4601	67.16	73.55	32	3.51	96.42	27	19	10	9	4	4
N79596_dh10b_8kb_11022015_0627_1_ch302_file45_strand.fast5_BaseCalled_Template.fasta.maf	ch302_file45	51.63	45	5889	+	5964	gi|170079663|ref|NC_010473.1|	3127428	6407	+	4686137	6662	4544	68.21	76.19	37	3.63	98.74	23	15	8	2	2	2
N79596_dh10b_8kb_11022015_0627_1_ch407_file38_strand.fast5_BaseCalled_Template.fasta.maf	ch407_file38	53.17	4	2093	+	2351	gi|170079663|ref|NC_010473.1|	811903	2380	+	4686137	2444	1598	65.38	67.97	22	3.25	89.03	4	2	2	1	0	0
N79596_dh10b_8kb_11022015_0627_1_ch351_file13_strand.fast5_BaseCalled_Template.fasta.maf	ch351_file13	52.68	8	6961	+	6978	gi|170079663|ref|NC_010473.1|	141342	7945	+	4686137	8189	5261	64.24	75.39	27	3.14	99.76	22	9	4	2	1	1
